,Power,WindSpeed
86,460.0843055292952,5.775209601763921
87,470.0697614424998,5.827428122863737
88,480.2092900823457,5.879646643963552
89,490.50398274229406,5.9318651650633685
90,500.9548087023742,5.984083686163184
91,511.5626094627502,6.036302207263001
92,522.3280929772824,6.088520728362817
93,533.2518278871021,6.140739249462634
94,544.3342377541579,6.192957770562449
95,555.5755952947944,6.245176291662265
96,566.9760166133109,6.297394812762081
97,578.5354554355278,6.349613333861897
98,590.2536973423476,6.4018318549617135
99,602.1303540033255,6.45405037606153
100,614.1648574102246,6.5062688971613465
101,626.3564541105867,6.558487418261162
102,638.7041994412976,6.610705939360979
103,651.2069517621444,6.662924460460793
104,663.8633666893921,6.71514298156061
105,676.6718913293299,6.767361502660426
106,689.6307585118518,6.819580023760243
107,702.7379810240103,6.8717985448600585
108,715.9913458435939,6.924017065959875
109,729.3884083726724,6.976235587059691
110,742.9264866711746,7.028454108159506
111,756.602655690455,7.080672629259323
112,770.4137415068456,7.132891150359139
113,784.3563155552297,7.185109671458956
114,798.4266888626057,7.237328192558771
115,812.6209062816389,7.289546713658588
116,826.9347407242522,7.341765234758403
117,841.3636873951639,7.393983755858219
118,855.9029580254668,7.446202276958036
119,870.5474751061779,7.498420798057852
120,885.2918661218293,7.550639319157668
121,900.1304577840053,7.602857840257484
122,915.0572702649196,7.655076361357301
123,930.0660114309819,7.707294882457117
124,945.1500710763469,7.759513403556932
125,960.3025151564988,7.8117319246567485
126,975.5160800218073,7.863950445756565
127,990.7831666510868,7.916168966856381
128,1006.0958348851599,7.968387487956197
129,1021.4457976604368,8.020606009056014
130,1036.824415242465,8.07282453015583
131,1052.2226894594937,8.125043051255645
132,1067.631257936054,8.17726157235546
133,1083.040388326497,8.229480093455278
134,1098.4399725485773,8.281698614555093
135,1113.8195210170225,8.333917135654909
136,1129.168156877073,8.386135656754726
137,1144.4746102380707,8.438354177854542
138,1159.727212407011,8.49057269895436
139,1174.9138901221097,8.542791220054173
140,1190.0221597863595,8.59500974115399
141,1205.0391217011202,8.647228262253806
142,1219.951454299645,8.699446783353622
143,1234.7454083806736,8.75166530445344
144,1249.4068013419933,8.803883825553255
145,1263.9210114139887,8.85610234665307
146,1278.2729718932087,8.908320867752886
147,1292.4471653759533,8.960539388852704
148,1306.4276179918206,9.01275790995252
149,1320.1978936372454,9.064976431052335
150,1333.7410882091265,9.117194952152152
151,1347.0398238383275,9.169413473251968
152,1360.0762431232836,9.221631994351783
153,1372.8320033635423,9.2738505154516
154,1385.28827079334,9.326069036551417
155,1397.4257148151562,9.378287557651232
156,1409.2245022332932,9.430506078751048
157,1420.6642914874249,9.482724599850865
158,1431.7242268861592,9.53494312095068
159,1442.3829328406282,9.587161642050496
160,1452.6185080980179,9.639380163150314
161,1462.4085199751596,9.691598684250128
162,1471.7299985920858,9.743817205349945
163,1480.5594311055772,9.79603572644976
164,1488.872755942754,9.848254247549578
165,1496.645357034622,9.900472768649394
166,1503.852058049652,9.95269128974921
167,1510.4671166273358,10.004909810849027
168,1516.464218611731,10.057128331948842
169,1521.8164722850654,10.109346853048658
170,1526.4964026012767,10.161565374148473
171,1530.4759454195616,10.213783895248291

