,Power,WindSpeed
0,13.486453263456822,1.2844167871797336
1,13.613969934370477,1.33663530827955
2,13.978041441132852,1.3888538293793657
3,14.568679996212246,1.441072350479182
4,15.376271712117427,1.493290871578998
5,16.391570834962522,1.5455093926788144
6,17.605693978030754,1.5977279137786302
7,19.01011435533891,1.6499464348784465
8,20.596656015201763,1.7021649559782626
9,22.357488073796077,1.7543834770780788
10,24.28511894872528,1.806601998177895
11,26.37239059258327,1.8588205192777107
12,28.61247272651925,1.911039040377527
13,30.998857073801762,1.9632575614773433
14,33.52535159338284,2.0154760825771594
15,36.18607471346236,2.0676946036769754
16,38.975449565052635,2.1199131247767915
17,41.888198215542474,2.172131645876608
18,44.91933590226124,2.224350166976424
19,48.064165266043766,2.2765686880762397
20,51.31827058479378,2.328787209176056
21,54.67751200704947,2.3810057302758723
22,58.138019785546,2.4332242513756883
23,61.696188510781454,2.4854427724755044
24,65.3486713445806,2.537661293575321
25,69.09237425365855,2.5898798146751365
26,72.92445024318583,2.642098335774953
27,76.8422935903526,2.694316856874769
28,80.8435340779324,2.746535377974585
29,84.92603122784696,2.7987538990744008
30,89.08786853473025,2.8509724201742173
31,93.32734769949344,2.9031909412740333
32,97.64298286288732,2.95540946237385
33,102.03349483906914,3.007627983473666
34,106.49780534916496,3.0598465045734815
35,111.03503125483518,3.112065025673298
36,115.6444787918375,3.1642835467731136
37,120.32563780359266,3.21650206787293
38,125.0781759747479,3.268720588972746
39,129.9019330647412,3.3209391100725627
40,134.79691514136627,3.3731576311723788
41,139.76328881433562,3.4253761522721953
42,144.8013754688461,3.477594673372011
43,149.911645499143,3.529813194471827
44,155.0947125420832,3.5820317155716426
45,160.35132771070127,3.634250236671459
46,165.68237382777195,3.686468757771275
47,171.088859659376,3.7386872788710916
48,176.5719141484624,3.7909057999709077
49,182.1327806484165,3.8431243210707233
50,187.77281115661918,3.89534284217054
51,193.49346054801535,3.9475613632703555
52,199.29628080867695,3.999779884370172
53,205.18291526936568,4.0519984054699885
54,211.15509283909944,4.104216926569804
55,217.21462223871575,4.156435447669621
56,223.36338623443572,4.208653968769437
57,229.60333587142932,4.260872489869254
58,235.9364847073779,4.313091010969068
59,242.36490304604155,4.365309532068885
60,248.8907121708197,4.4175280531687005
61,255.51607857831803,4.469746574268517
62,262.24320821191077,4.5219650953683335
63,269.07434069530905,4.57418361646815
64,276.01174356611864,4.626402137567966
65,283.05770650941025,4.678620658667781
66,290.2145355912809,4.730839179767598
67,297.48454749241847,4.783057700867413
68,304.87006374166657,4.83527622196723
69,312.37340494958926,4.887494743067046
70,319.996885042033,4.939713264166863
71,327.7428054936934,4.9919317852666785
72,335.61344956167954,5.044150306366495
73,343.6110765190766,5.09636882746631
74,351.73791588851043,5.148587348566126
75,359.99616167571395,5.200805869665943
76,368.3879666030889,5.253024390765759
77,376.91543634327076,5.305242911865575
78,385.58062375269395,5.357461432965391
79,394.38552310515655,5.409679954065208
80,403.33206432538066,5.461898475165023
81,412.42210722258426,5.514116996264839
82,421.6574357240359,5.566335517364656
83,431.0397521086267,5.618554038464472
84,440.57067124043306,5.670772559564288
85,450.2517148022766,5.722991080664104
