,PowerLower,PowerUpper,WindSpeed
94,357.4329037937047,712.2047060832862,6.140739249462634
95,367.0254633427066,725.4975054789015,6.192957770562449
96,376.7756308017358,738.9576376802768,6.245176291662265
97,386.6842104217007,752.5820695944703,6.297394812762081
98,396.7518619921512,766.3675682843174,6.349613333861897
99,406.9790957249421,780.3106999973377,6.4018318549617135
100,417.3662671379123,794.4078291946244,6.45405037606153
101,427.91357193853986,808.655117579755,6.5062688971613465
102,438.62104090762233,823.0485231276863,6.558487418261162
103,449.48853478294495,837.5837991136606,6.610705939360979
104,460.5157391429412,852.2564931420993,6.662924460460793
105,471.70215929037215,867.0619461755113,6.71514298156061
106,483.04711513598403,881.9952915633869,6.767361502660426
107,494.54973608218506,897.0514540711061,6.819580023760243
108,506.20895590671665,912.2251489088355,6.8717985448600585
109,518.0235076463156,927.510880760422,6.924017065959875
110,529.9919184803849,942.9029428123066,6.976235587059691
111,542.1125046146583,958.3954157824217,7.028454108159506
112,554.3833661648804,973.9821669490843,7.080672629259323
113,566.8023820404686,989.6568491799051,7.132891150359139
114,579.3672048281845,1005.4128999606845,7.185109671458956
115,592.0752556757942,1021.243540424315,7.237328192558771
116,604.9237191757423,1037.1417743796878,7.289546713658588
117,617.9095382488359,1053.1003873405846,7.341765234758403
118,631.0294090278865,1069.1119455545766,7.393983755858219
119,644.2797757413987,1085.16879503194,7.446202276958036
120,657.656825597227,1101.2630605745414,7.498420798057852
121,671.1564836662543,1117.3866448047506,7.550639319157668
122,684.77440776606,1133.5312271943294,7.602857840257484
123,698.5059833445783,1149.688263093345,7.655076361357301
124,712.3463183637782,1165.848982759058,7.707294882457117
125,726.2902381833286,1182.004390384837,7.759513403556932
126,740.3322804442641,1198.145263129046,7.8117319246567485
127,754.4666899526638,1214.2621501439585,7.863950445756565
128,768.6874135633029,1230.3453716046433,7.916168966856381
129,782.9880950633416,1246.385017737881,7.968387487956197
130,797.3620700559812,1262.370947851053,8.020606009056014
131,811.8023608441312,1278.2927893610472,8.07282453015583
132,826.3016713140912,1294.1399368231582,8.125043051255645
133,840.8523818192054,1309.9015509599915,8.17726157235546
134,855.44654406354,1325.566557690357,8.229480093455278
135,870.0758759855484,1341.1236471581778,8.281698614555093
136,884.7317566417447,1356.561272761383,8.333917135654909
137,899.4052210903632,1371.8676501808184,8.386135656754726
138,914.0869552750409,1387.0307564091365,8.438354177854542
139,928.7672909084756,1402.0383287797008,8.49057269895436
140,943.4362003560956,1416.8778639954965,8.542791220054173
141,958.0832915197348,1431.5366171580213,8.59500974115399
142,972.6978027212944,1446.0016007961765,8.647228262253806
143,987.2685975864149,1460.2595838951966,8.699446783353622
144,1001.7841599281511,1474.2970909255264,8.75166530445344
145,1016.2325886306312,1488.100400871723,8.803883825553255
146,1030.6015925327308,1501.6555462613678,8.85610234665307
147,1044.8784853117274,1514.9483121939616,8.908320867752886
148,1059.0501803670043,1527.964235369828,8.960539388852704
149,1073.1031857036944,1540.6886031190018,9.01275790995252
150,1087.0235988163274,1546.8591028680476,9.064976431052335
151,1100.797101572561,1546.8591028680476,9.117194952152152
152,1114.408955096773,1546.8591028680476,9.169413473251968
153,1127.8439946538042,1546.8591028680476,9.221631994351783
154,1141.0866245325687,1546.8591028680476,9.2738505154516
155,1154.1208129297622,1546.8591028680476,9.326069036551417
156,1166.9300868335067,1546.8591028680476,9.378287557651232
157,1179.4975269070283,1546.8591028680476,9.430506078751048
158,1191.805762372334,1546.8591028680476,9.482724599850865
159,1203.8369658938511,1546.8591028680476,9.53494312095068
160,1215.5728484621418,1546.8591028680476,9.587161642050496
161,1226.9946542775372,1546.8591028680476,9.639380163150314
162,1238.0831556338198,1546.8591028680476,9.691598684250128
163,1248.8186478018854,1546.8591028680476,9.743817205349945
164,1259.1809439134115,1546.8591028680476,9.79603572644976
165,1269.1493698445443,1546.8591028680476,9.848254247549578
166,1278.7027590995276,1546.8591028680476,9.900472768649394
167,1287.8194476944336,1546.8591028680476,9.95269128974921
168,1296.4772690407715,1546.8591028680476,10.004909810849027
169,1304.6535488291831,1546.8591028680476,10.057128331948842
170,1312.3250999131142,1546.8591028680476,10.109346853048658
171,1319.4682171924792,1546.8591028680476,10.161565374148473
172,1326.0586724973289,1546.8591028680476,10.213783895248291
173,1332.071709471511,1546.8591028680476,10.266002416348107
174,1337.482038456365,1546.8591028680476,10.318220937447922
175,1342.263831374354,1546.8591028680476,10.37043945854774
176,1346.3907166127744,1546.8591028680476,10.422657979647555
177,1349.835773907389,1546.8591028680476,10.47487650074737
178,1352.5715292261118,1546.8591028680476,10.527095021847186
179,1354.569949652673,1546.8591028680476,10.579313542947002
180,1355.8024382703154,1546.8591028680476,10.63153206404682
181,1356.2398290454025,1546.8591028680476,10.683750585146635

