,PowerLower,PowerUpper,WindSpeed
0,0.0,16.71078859009254,1.2321982660799176
1,0.0,25.920583503656154,1.2844167871797336
2,0.0,34.8292681554836,1.33663530827955
3,0.0,43.448258851776934,1.3888538293793657
4,0.0,51.78886333783705,1.441072350479182
5,0.0,59.8622798269637,1.493290871578998
6,0.0,67.6795960293572,1.5455093926788144
7,0.0,75.25178818101854,1.5977279137786302
8,0.0,82.58972007265076,1.6499464348784465
9,0.0,89.70414207855963,1.7021649559782626
10,0.0,96.60569018555421,1.7543834770780788
11,0.0,103.30488502184815,1.806601998177895
12,0.0,109.81213088595996,1.8588205192777107
13,0.0,116.13771477561518,1.911039040377527
14,0.0,122.29180541664545,1.9632575614773433
15,0.0,128.28445229188998,2.0154760825771594
16,0.0,134.12558467009748,2.0676946036769754
17,0.0,139.82501063482576,2.1199131247767915
18,0.0,145.39241611334234,2.172131645876608
19,0.0,150.83736390552667,2.224350166976424
20,0.0,156.1692927127698,2.2765686880762397
21,0.0,161.3975161668761,2.328787209176056
22,0.0,166.53122185896308,2.3810057302758723
23,0.0,171.5794703683634,2.4332242513756883
24,0.0,176.5511942915241,2.4854427724755044
25,0.0,181.45519727090965,2.537661293575321
26,0.0,186.30015302390103,2.5898798146751365
27,0.0,191.09460437169702,2.642098335774953
28,0.0,195.84696226821544,2.694316856874769
29,0.0,200.5655048289942,2.746535377974585
30,0.0,205.25837636009032,2.7987538990744008
31,0.0,209.93358638698345,2.8509724201742173
32,0.0,214.59900868347464,2.9031909412740333
33,0.0,219.26238030058929,2.95540946237385
34,0.0,223.93130059547434,3.007627983473666
35,0.0,228.61323026030317,3.0598465045734815
36,0.9300239809755696,233.31549035117496,3.112065025673298
37,5.030882803798605,238.04526131701405,3.1642835467731136
38,9.1706104485327,242.80958202847262,3.21650206787293
39,13.349635882396251,247.61534880683135,3.268720588972746
40,17.568540358453955,252.46931445289883,3.3209391100725627
41,21.828052299284263,257.37808727591477,3.3731576311723788
42,26.129042180649638,262.3481301224486,3.4253761522721953
43,30.472517415163356,267.38575940530154,3.477594673372011
44,34.85961723596162,272.4971441324067,3.529813194471827
45,39.29160758036868,277.68830493573114,3.5820317155716426
46,43.769875973569064,282.96511310017553,3.634250236671459
47,48.29592641227407,288.33328959247564,3.686468757771275
48,52.87137424839157,293.79840409010205,3.7386872788710916
49,57.497941072694296,299.36587401016334,3.7909057999709077
50,62.17744959849148,305.04096353830494,3.8431243210707233
51,66.91181854529219,310.8287826576095,3.89534284217054
52,71.70305752248034,316.7342861775004,3.9475613632703555
53,76.55326191297947,322.76227276264035,3.999779884370172
54,81.46460775692255,328.9173839618319,4.0519984054699885
55,86.43934663532234,335.20410323692187,4.104216926569804
56,91.47980055373715,341.62675499169575,4.156435447669621
57,96.58835682594454,348.1895036007863,4.208653968769437
58,101.76746295760495,354.89635243856725,4.260872489869254
59,107.0196215299335,361.751142908059,4.313091010969068
60,112.34738508336893,368.7575534698286,4.365309532068885
61,117.75335100124167,375.91909867088737,4.4175280531687005
62,123.24015639344204,383.23912817359655,4.469746574268517
63,128.8104729800903,390.7208257845654,4.5219650953683335
64,134.46700197520724,398.3672084835508,4.57418361646815
65,140.2124689703782,406.18112545236136,4.626402137567966
66,146.0496188184252,414.1652571037567,4.678620658667781
67,151.9812105170781,422.3221141103469,4.730839179767598
68,158.01001209263734,430.65403643349663,4.783057700867413
69,164.13879548364687,439.1631923522217,4.83527622196723
70,170.3703314245652,447.8515774920947,4.887494743067046
71,176.70738432942764,456.7210138541416,4.939713264166863
72,183.15270717552184,465.7731488437456,4.9919317852666785
73,189.70903638705144,475.00945429954703,5.044150306366495
74,196.37908671881,484.43122552234144,5.09636882746631
75,203.16554613984502,494.03958030398553,5.148587348566126
76,210.071070717131,503.83545795629504,5.200805869665943
77,217.09827949923303,513.8196183399451,5.253024390765759
78,224.24974939998296,523.9926408933736,5.305242911865575
79,231.52801008213999,534.3549236616777,5.357461432965391
80,238.93553884106876,544.9066823255213,5.409679954065208
81,246.474755488398,555.6479492300273,5.461898475165023
82,254.14801723569872,566.5785724136861,5.514116996264839
83,261.95761357814735,577.6982146372537,5.566335517364656
84,269.9057611781978,589.0063524126513,5.618554038464472
85,277.99459874924463,600.5022750318661,5.670772559564288
86,286.22618193930026,612.1850835958556,5.722991080664104
87,294.602478214661,624.0536900434439,5.775209601763921
88,303.1253617435683,636.1068161802275,5.827428122863737
89,311.79660827988954,648.3429927074695,5.879646643963552
90,320.61789004677996,660.7605582510078,5.9318651650633685
91,329.5907706203529,673.3576583901482,5.984083686163184
92,338.716699813346,686.132244686577,6.036302207263001
93,347.997008558796,699.0820737132462,6.088520728362817
